disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
1542,,4.8,Portátil convertible,Laptop,25.0,2.0,2.1,,1000.0,,,16.0,"MSI Summit E16 AI Evo A1M
A1MTG-016ES",MSI,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2024.0,L3,LPDDR5,Intel Arc Graphics,16.0,,10,40.0,17.0,memoria compartida,QHD+,82.0,6400.0,1.0,,,"1,4 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
6025,disco duro SSD,5.6,Workstation,Desktop,30.0,,5.7,,1024.0,32.0,,24.0,"HP Z1 G9 Tower
5F162EA",HP,Ethernet,15.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA GeForce RTX 3070,,33.0,1,,,8192 MB,,,4800.0,1.0,,,,,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7171,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-6 Gaming PC i7-13700F / RTX 3060,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7476,disco duro SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,VIST RGB GAMER i5-10400F / RTX 3060 / 32GB / SSD 1TB / W11,VIST,,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6987,disco duro SSD,4.8,PC de oficina,Desktop,30.0,,,,256.0,20.0,65.0,12.0,"HP ProDesk 400 G9
628X0ET",HP,Ethernet,15.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 770,,33.0,1,,,memoria compartida,,,3200.0,,,,,"2,5 GHz",24.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
6535,disco duro M.2 SSD,4.8,PC de oficina,Desktop,31.0,,,,512.0,16.0,65.0,8.0,"Lenovo ThinkStation P340 Tower
30DH00LFGE",Lenovo,Ethernet,17.0,grabadora DVD,16.0,Microsoft Windows 10 Professional,,,DDR4,NVIDIA Quadro P2200,,37.0,1,,,5120 MB,,,2933.0,1.0,,,2.900 MHz,,16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1785,SSD,4.7,Portátil multimedia,Laptop,24.0,2.0,1.74,HDMI,512.0,,,10.0,"HP 250 G9
6F205EA 16GB",HP,"wifi, Bluetooth",35.0,,16.0,Windows 11 Home,2022.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,11,39.0,20.0,memoria compartida,Full HD,41.0,3200.0,1.0,,250.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
7953,,4.0,PC gaming,Desktop,,,,,240.0,4.0,65.0,4.0,Vibox VI-58 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,8.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,2.0,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4144,disco duro SSD,4.7,PC gaming,Desktop,,,,,1000.0,16.0,65.0,10.0,Actina PBM 14400F / 32GB / 1TB / RX7700XT / 750W,Actina,,,,32.0,,,,,AMD Radeon RX 7700 XT,,,1,,,,,,,,,,2.500 MHz,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
5844,disco duro SSD,,PC gaming,Desktop,,,,HDMI,1000.0,,,,BEASTCOM Q3 | Essential Gaming (Q3-115),BEASTCOM,wifi,,ninguno,16.0,Microsoft Windows 11 Professional,,,,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,,,,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6387,,5.6,PC gaming,Desktop,,,,,2000.0,28.0,125.0,20.0,"Sedatech UCCB101I2I1HF - Watercooling Gaming Mini-PC (i7-14700KF, RTX4070 Super, 32GB, 2TB)",Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4070 Super,,,1,,,12288 MB,,,,1.0,,,3.400 MHz,"3,4 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
6552,disco duro SSD,4.7,PC gaming,Desktop,,,,,2000.0,16.0,65.0,10.0,Sedatech UCCF300I2I1HF (i5-14400F / RTX4060Ti / 32GB / 2TB),Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4060 Ti,,,1,,,8192 MB,,,,1.0,,,2.500 MHz,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7546,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-215 Gaming PC i7-13700F / RTX 3070,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3070,,,1,,,8192 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
364,,,Portátil convertible,Laptop,20.0,2.0,1.25,,,,,,Lenovo 300e,Lenovo,"wifi, Bluetooth",29.0,,,,2019.0,,,,11.6,,12,29.0,20.0,,,42.0,,,8.0,250.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
7973,,4.0,PC gaming,Desktop,,,,,240.0,4.0,65.0,4.0,Vibox VI-59 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,8.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,2.0,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7264,,,PC de oficina,Desktop,29.0,,,,,,,,Dell OptiPlex 7070 SFF,Dell,Ethernet,9.0,,,Microsoft Windows 10 Professional,,,DDR4,,,29.0,1,,,memoria compartida,,,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4834,disco duro SSD,4.2,PC gaming,Desktop,39.0,,,,2000.0,12.0,,6.0,"Zone Evil AMD Ryzen 5 4650G (24A520R)
24A520R5V7322TBPACK24",Zone,Ethernet,22.0,,32.0,FreeDOS,,,DDR4,AMD Radeon Graphics,,44.0,4,,,memoria compartida,,,3200.0,1.0,,,,"3,7 GHz",8.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4550,disco duro SSD,5.0,Mini PC,Desktop,13.0,,1.38,HDMI,256.0,12.0,15.0,10.0,"MSI Cubi NUC 1M
1M-035ES",MSI,"wifi, Bluetooth, Ethernet",13.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR5,Intel Graphics,,5.0,13,,,memoria compartida,,,5600.0,1.0,,,,"1,4 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6442,,4.4,Workstation,Desktop,29.0,,5.0,,512.0,12.0,65.0,6.0,"ASUS ExpertCenter D7
D700MCES-51140011R",ASUS,"Ethernet, wifi, Bluetooth",9.0,grabadora DVD,8.0,Microsoft Windows 10 Professional,,,DDR4,Intel UHD Graphics 730,,34.0,1,,,memoria compartida,,,,,,,2.600 MHz,"2,6 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7452,disco duro SSD,5.4,PC gaming,Desktop,,,,,2000.0,24.0,125.0,16.0,PcCom Desktop PC PCC-STD-13700K-4080-BLKW i7-13700K 32GB 2TB SSD,PcCom,,,,32.0,,,,,NVIDIA GeForce RTX 4080,,,1,,,,,,,,,,3.400 MHz,"3,4 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2614,,5.5,Portátil gaming,Laptop,27.0,6.0,3.2,,1000.0,,,24.0,"Razer Blade 18 (2023)
RZ09-0484SFH3-R3F1",Razer,"wifi, Bluetooth, LAN",40.0,ninguno,32.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4070,18.0,,1,45.0,22.0,8.192 MB / 8 GB,,92.0,5600.0,1.0,,,"1,6 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,negro
5657,disco duro SSD,4.4,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,PcCom Desktop PC i5-12400F 16GB 1TB SSD,PcCom,,,ninguno,16.0,,,,,NVIDIA GeForce RTX 3060,,,2,,,12288 MB,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7399,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-14 Gaming PC i5-10400 / RTX 3050,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3050,,,1,,,8192 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7490,disco duro SSD,4.9,PC gaming,Desktop,,,,,2000.0,20.0,65.0,12.0,VIST PRO PC i7-12700F / RTX 4070 / 32GB / SSD 2TB / W11,VIST,,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 4070,,,1,,,,,,,,,,2.100 MHz,"2,1 GHz",25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3146,,5.0,Portátil profesional,Laptop,24.0,2.0,1.77,HDMI,256.0,,,14.0,"Lenovo ThinkPad E16
21JNCTO1WWES1",Lenovo,"wifi, Bluetooth, LAN",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR4,Intel UHD Graphics,16.0,,1,40.0,20.0,memoria compartida,WUXGA,57.0,3200.0,1.0,15.0,400.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
7435,disco duro SSD,,,Desktop,46.0,,,,,,,,Captiva Workstation I74,Captiva,Ethernet,18.0,,,,,,,,,42.0,10,,,,,,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2131,SSD,4.0,Portátil multimedia,Laptop,25.0,,1.9,HDMI,512.0,,,6.0,"Lenovo IdeaPad 3 15
15ALC6 (82KU01SYSP)",Lenovo,"wifi, Bluetooth",36.0,ninguno,16.0,Windows 11 Home,2020.0,L3,DDR4,AMD Radeon Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,35.0,3200.0,1.0,7.5,250.0,"2,1 GHz",,8.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,azul
636,,4.6,Portátil multimedia,Laptop,23.0,2.0,1.62,HDMI,1000.0,,,10.0,"Dell Inspiron 15 3530
V6V0F",Dell,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Professional,2023.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,18,39.0,19.0,memoria compartida,Full HD,54.0,2666.0,1.0,,250.0,"0,9 GHz",,10.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
2544,SSD,5.4,Portátil multimedia,Laptop,25.0,2.0,2.09,,1000.0,,,10.0,"Acer Aspire 17 A17-51
A17-51M-78U3",Acer,"wifi, Bluetooth",40.0,,16.0,Windows 11 Home,2024.0,L3,LPDDR5,Intel HD Graphics,17.3,,2,43.0,18.0,memoria compartida,Full HD,48.5,,1.0,,,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
2722,PCIe SSD,2.6,Portátil multimedia,Laptop,24.0,,1.69,HDMI,512.0,,,1.0,"HP 15s
15s-fq2105ns",HP,"wifi, Bluetooth",35.0,ninguno,8.0,Windows 10 Home,2019.0,L3,DDR4,Intel UHD Graphics,15.6,,2,39.0,18.0,memoria compartida,HD Ready,41.0,3200.0,1.0,10.25,,"0,85 GHz",,2.0,Intel Core i3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,plateado
7361,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-9 Gaming PC i7-13700F / RTX 3070 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3070 Ti,,,1,,,8192 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4513,disco duro SSD,,Mini PC,Desktop,33.0,,,HDMI,512.0,,,,"Intel NUC 13
NUC13ANKI70QC",Intel,"Ethernet, wifi, Bluetooth",12.0,,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel Iris Xe Graphics,,31.0,4,,,,,,,1.0,,,,,,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5942,disco duro SSD,2.7,Mini PC,Desktop,,,,HDMI,128.0,4.0,10.0,4.0,"Minisforum GK41
B09WXXGR2W",Minisforum,"Ethernet, wifi",,ninguno,8.0,,,,DDR4,Intel UHD Graphics 600,,,1,,,memoria compartida,,,,,,,2.000 MHz,,4.0,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
5743,disco duro M.2 SSD,4.4,PC gaming,Desktop,25.0,,3.4,,512.0,12.0,65.0,6.0,"MSI Creator P50
11SI-016EU",MSI,"Bluetooth, Ethernet, wifi",9.0,ninguno,16.0,Microsoft Windows 10 Professional,,,DDR4,NVIDIA GeForce GTX 1660 Super,,35.0,1,,,6144 MB,,,3200.0,1.0,,,2.600 MHz,,12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,blanco
2367,SSD,,Portátil multimedia,Laptop,22.0,6.0,1.6,,1000.0,,,14.0,"Apple MacBook Pro 14"" M4 (2024)
Space Black MX2K3FN/A",Apple,"Bluetooth, wifi",31.0,ninguno,36.0,macOS Sequoia,2024.0,,,Apple M4 Max Graphics,14.2,,2,36.0,16.0,memoria compartida,Retina,70.0,,1.0,13.0,1000.0,,,,Apple M4 Max,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
6199,disco duro M.2 SSD,4.6,PC multimedia,Desktop,18.0,,,,512.0,12.0,45.0,8.0,"Lenovo IdeaCentre Mini 5
01IRH8 90W20085GF",Lenovo,"Ethernet, wifi, Bluetooth",19.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics,,4.0,1,,,memoria compartida,,,3200.0,1.0,,,,"2,1 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gris
3712,SSD,4.4,Portátil profesional,Laptop,21.0,,1.39,HDMI,256.0,,,10.0,"Lenovo ThinkPad L14 G3
21C1007NGE",Lenovo,"LAN, wifi, Bluetooth",32.0,ninguno,8.0,Windows 11 Professional,,L3,DDR4,Intel Iris Xe Graphics,14.0,,1,35.0,20.0,memoria compartida,Full HD,57.0,3200.0,1.0,12.0,250.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3986,SSD,4.6,Portátil multimedia,Laptop,25.0,2.0,2.08,HDMI,1000.0,,,10.0,"HP 470 G10
9X2K1ES",HP,"wifi, Bluetooth",40.0,,16.0,sin sistema operativo,2023.0,L3,,Intel Iris Xe Graphics,17.3,,1,43.0,20.0,memoria compartida,Full HD,41.0,,1.0,,300.0,"0,9 GHz",,10.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
5494,disco duro SSD,5.2,Workstation,Desktop,38.0,,7.2,DisplayPort,512.0,24.0,219.0,16.0,"HP Workstation Z2 G9 Tower
98T76ET",HP,Ethernet,16.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,35.0,1,,,memoria compartida,,,4800.0,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
4318,disco duro SSD,5.4,Workstation,Desktop,42.0,,5.0,,512.0,28.0,65.0,20.0,"Dell Precision T3680
HNW48",Dell,Ethernet,17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA T1000,,37.0,12,,,8192 MB,,,4400.0,1.0,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
1513,,5.4,Portátil gaming,Laptop,28.0,2.0,2.8,,1000.0,,,16.0,"MSI Alpha 17 C7
C7VG-018ES",MSI,"LAN, wifi, Bluetooth",39.0,ninguno,32.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4070,17.3,,1,43.0,26.0,8.192 MB / 8 GB,QHD,99.9,5200.0,1.0,,400.0,"2,5 GHz",,64.0,AMD Ryzen 9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
2443,SSD,5.6,Portátil gaming,Laptop,29.0,2.0,3.0,,1000.0,,,24.0,"MSI Vector 17 HX A14V
A14VIG-684ES",MSI,"LAN, wifi, Bluetooth",38.0,ninguno,32.0,Windows 11 Home,2024.0,L3,DDR5,NVIDIA GeForce RTX 4090,17.3,,1,43.0,24.0,16.384 MB / 16 GB,QHD+,90.0,5600.0,1.0,,,"1,6 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
3976,,4.8,Portátil multimedia,Laptop,20.0,2.0,1.4,Thunderbolt 4,1000.0,,,14.0,"Lenovo Yoga Slim 9 14 (2022)
82T0002QFR",Lenovo,"Bluetooth, wifi",31.0,ninguno,16.0,Windows 11 Home,2022.0,L3,LPDDR5,Intel Iris Xe Graphics,14.0,,1,35.0,14.0,memoria compartida,,75.0,,1.0,11.5,400.0,"1,3 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,dorado
1245,,4.4,Portátil multimedia,Laptop,24.0,2.0,1.9,HDMI,512.0,,,10.0,"Acer TravelMate P2 (TMP215-54)
TMP215-54-58CB",Acer,"wifi, Bluetooth, LAN",36.0,ninguno,16.0,Windows 11 Professional,2022.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,4,39.0,20.0,memoria compartida,Full HD,,,1.0,9.0,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
2718,SSD,5.0,Portátil gaming,Laptop,28.0,,2.8,HDMI,1000.0,,,16.0,"Acer Predator Helios Neo 16 PHN16-71
PHN16-71-737G",Acer,"LAN, wifi, Bluetooth",36.0,,16.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4070,16.0,,1,40.0,28.0,8.192 MB / 8 GB,WUXGA,,,1.0,,,"1,5 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
2874,,,Portátil gaming,Laptop,28.0,2.0,2.9,,,,,14.0,MSI GE76 12U,MSI,"LAN, wifi, Bluetooth",39.0,,,,2022.0,L3,,,17.3,,4,43.0,26.0,,,100.0,,,,,,,24.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
5526,disco duro SSD,4.4,,Desktop,29.0,,,,512.0,12.0,117.0,6.0,"Dell Inspiron 3030 Small Desktop
6WW4J",Dell,"Bluetooth, wifi, Ethernet",9.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 730,,29.0,2,,,memoria compartida,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7375,disco duro M.2 SSD,4.9,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox IV-89 Gaming PC i7-11700F / RTX 4070 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 4070 Ti,,,1,,,12288 MB,,,,,,,2.500 MHz,"2,5 GHz",16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7778,disco duro SSD,4.0,PC gaming,Desktop,,,,,480.0,4.0,65.0,4.0,Vibox VI-39 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,8.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6417,disco duro SSD,4.1,PC gaming,Desktop,,,,,1000.0,16.0,105.0,8.0,Sedatech UCCL718I1I1HF - Watercooling Gaming-PC,Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4070 Super,,,1,,,,,,,,,,3.000 MHz,3 GHz,96.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
4260,disco duro SSD,,PC gaming,Desktop,,,,HDMI,512.0,,,,PC Racing PC Gaming AMD Ryzen 7 8700G/16GB/512GB SSD (8436608037469),Racing,"Ethernet, wifi",,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,AMD Radeon 780M,,,3,,,memoria compartida,,,,1.0,,,,,,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6026,disco duro M.2 SSD,4.8,PC de oficina,Desktop,29.0,,4.8,,512.0,16.0,65.0,8.0,"Lenovo ThinkCentre M70t Gen 3 Tower
Tower 11EV001LSP",Lenovo,Ethernet,14.0,ninguno,16.0,Microsoft Windows 10 Professional,,,DDR4,Intel UHD Graphics 630,,34.0,1,,,memoria compartida,,,2933.0,1.0,,,2.900 MHz,,16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,negro
3121,,5.1,Portátil gaming,Laptop,26.0,2.0,2.4,HDMI,512.0,,,8.0,"Lenovo Legion Slim 5 16 2023
83DH001DFR",Lenovo,"wifi, Bluetooth, LAN",36.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4060,16.0,,1,40.0,25.0,8.192 MB,,80.0,,1.0,7.6,300.0,"3,8 GHz",,24.0,AMD Ryzen 7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,gris
6909,disco duro SSD,5.6,,Desktop,18.0,,1.25,,512.0,,,24.0,"Lenovo ThinkCentre M90q Gen4
12EH000FFR",Lenovo,"wifi, Bluetooth, Ethernet",17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,36.0,1,,,memoria compartida,,,5600.0,,,,,2 GHz,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7974,disco duro M.2 SSD,4.9,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox IV-84 Gaming PC i7-11700F / RTX 3070,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3070,,,1,,,8192 MB,,,,,,,2.500 MHz,"2,5 GHz",16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1754,SSD,4.0,Portátil multimedia,Laptop,24.0,,1.69,HDMI,512.0,,,6.0,"HP 15s
15s-eq2104ns",HP,"wifi, Bluetooth",35.0,ninguno,8.0,Windows 11 Home,2019.0,L3,DDR4,AMD Radeon Graphics,15.6,,8,39.0,18.0,memoria compartida,Full HD,41.0,3200.0,1.0,10.25,,"2,1 GHz",,8.0,AMD Ryzen 5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,azul
2880,SSD,4.6,Portátil profesional,Laptop,,2.0,,HDMI,512.0,,,10.0,"Acer TravelMate P6 P73 TMP614-53
TMP614-53-TCO-557Y",Acer,"wifi, Bluetooth",,,16.0,Windows 11 Professional,2023.0,L3,,Intel Iris Xe Graphics,14.0,,2,35.0,,memoria compartida,WUXGA,65.0,,1.0,15.5,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
6166,,,PC de oficina,Desktop,30.0,,,,,,,,Lenovo ThinkCentre M90s Gen5,Lenovo,"wifi, Ethernet, Bluetooth",34.0,grabadora DVD,16.0,Microsoft Windows 11 Professional,,,DDR5,,,9.0,4,,,,,,4400.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5552,disco duro SSD,,Mini PC,Desktop,17.0,,,,256.0,,,,"ASUS PB63
PB63-B3014MH",ASUS,"wifi, Bluetooth, Ethernet",17.0,ninguno,8.0,ninguno,,,DDR5,Intel UHD Graphics 730,,4.0,2,,,memoria compartida,,,,1.0,,,,,,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,negro
2525,PCIe SSD,4.8,Portátil profesional,Laptop,25.0,,1.81,,1000.0,,,14.0,"Lenovo ThinkPad P1 G5
21DC000UGE",Lenovo,"wifi, Bluetooth",36.0,,32.0,Windows 11 Professional,2022.0,L3,DDR5,NVIDIA RTX A3000,16.0,,2,40.0,18.0,12.288 MB / 12 GB,WQUXGA,90.0,,1.0,,300.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
